OrderID,CustomerID,CustomerCount,RoomNumber,CheckInDate,CheckOutDate,StayDuration,TotalCost,PaymentMethod,SeasonalFactor
2743,3703,1,111,2024-07-02,2024-07-06,4,590.28,Credit Card,normal
2744,3704,2,115,2024-07-02,2024-07-06,4,618.57,Credit Card,normal
2745,3706,2,112,2024-07-02,2024-07-11,9,1358.22,Online Transfer,normal
2746,3708,1,106,2024-07-02,2024-07-04,2,208.43,Cash,normal
2747,3709,1,105,2024-07-02,2024-07-06,4,381.96,Credit Card,normal
2748,3710,2,114,2024-07-02,2024-07-03,1,147.43,Cash,normal
2749,3712,2,112,2024-07-03,2024-07-12,9,1318.03,Credit Card,normal
2750,3714,2,113,2024-07-03,2024-07-04,1,148.65,Online Transfer,normal
2751,3716,1,101,2024-07-03,2024-07-04,1,97.13,Online Transfer,normal
2752,3717,2,120,2024-07-03,2024-07-04,1,242.03,Online Transfer,normal
2753,3719,2,117,2024-07-03,2024-07-05,2,308.85,Online Transfer,normal
2754,3721,1,106,2024-07-03,2024-07-05,2,206.29,Credit Card,normal
2755,3722,1,105,2024-07-03,2024-07-07,4,392.65,Online Transfer,normal
2756,3723,1,110,2024-07-03,2024-07-07,4,394.13,Credit Card,normal
2757,3724,3,119,2024-07-03,2024-07-07,4,770.24,Online Transfer,normal
2758,3727,1,116,2024-07-03,2024-07-06,3,461.29,Credit Card,normal
2759,3728,1,102,2024-07-03,2024-07-04,1,97.53,Credit Card,normal
2760,3729,1,108,2024-07-04,2024-07-06,2,200.77,Credit Card,normal
2761,3730,1,103,2024-07-04,2024-07-05,1,95.15,Credit Card,normal
2762,3731,2,111,2024-07-04,2024-07-13,9,1388.39,Credit Card,normal
2763,3733,2,118,2024-07-04,2024-07-06,2,380.72,Credit Card,normal
2764,3735,1,110,2024-07-04,2024-07-05,1,104.8,Credit Card,normal
2765,3736,1,102,2024-07-04,2024-07-06,2,209.54,Credit Card,normal
2766,3737,1,117,2024-07-04,2024-07-08,4,604.48,Credit Card,normal
2767,3738,1,109,2024-07-04,2024-07-05,1,99.09,Cash,normal
2768,3739,1,112,2024-07-04,2024-07-05,1,155.65,Credit Card,normal
2769,3740,3,120,2024-07-04,2024-07-05,1,256.23,Cash,normal
2770,3743,1,101,2024-07-05,2024-07-07,2,194.69,Credit Card,normal
2771,3744,1,102,2024-07-05,2024-07-12,7,669.45,Online Transfer,normal
2772,3745,1,103,2024-07-05,2024-07-06,1,100.99,Credit Card,normal
2773,3746,1,104,2024-07-05,2024-07-09,4,396.3,Credit Card,normal
2774,3747,1,105,2024-07-05,2024-07-07,2,202.53,Credit Card,normal
2775,3748,1,106,2024-07-05,2024-07-11,6,617.69,Cash,normal
2776,3749,1,107,2024-07-05,2024-07-07,2,199.38,Credit Card,normal
2777,3750,1,108,2024-07-05,2024-07-08,3,295.97,Credit Card,normal
2778,3751,1,109,2024-07-05,2024-07-07,2,191.41,Credit Card,normal
2779,3752,1,110,2024-07-05,2024-07-12,7,693.91,Online Transfer,normal
2780,3753,2,111,2024-07-05,2024-07-06,1,151.54,Credit Card,normal
2781,3755,2,112,2024-07-05,2024-07-06,1,143.16,Cash,normal
2782,3757,2,113,2024-07-05,2024-07-09,4,589.35,Cash,normal
2783,3759,1,114,2024-07-05,2024-07-15,10,1496.17,Cash,normal
2784,3760,1,115,2024-07-05,2024-07-08,3,450.72,Online Transfer,normal
2785,3761,1,116,2024-07-05,2024-07-10,5,715.67,Online Transfer,normal
2786,3762,2,117,2024-07-05,2024-07-07,2,307.07,Credit Card,normal
2787,3764,3,118,2024-07-05,2024-07-06,1,203.5,Cash,normal
2788,3767,2,119,2024-07-05,2024-07-11,6,1165.28,Online Transfer,normal
2789,3769,1,120,2024-07-05,2024-07-09,4,974.17,Cash,normal
2790,3770,1,101,2024-07-06,2024-07-08,2,195.67,Credit Card,normal
2791,3771,1,102,2024-07-06,2024-07-11,5,502.45,Cash,normal
2792,3772,1,103,2024-07-06,2024-07-07,1,102.11,Credit Card,normal
2793,3773,1,104,2024-07-06,2024-07-07,1,103.3,Cash,normal
2794,3774,1,105,2024-07-06,2024-07-07,1,104.79,Credit Card,normal
2795,3775,1,106,2024-07-06,2024-07-07,1,97.74,Online Transfer,normal
2796,3776,1,107,2024-07-06,2024-07-14,8,823.75,Cash,normal
2797,3777,1,108,2024-07-06,2024-07-07,1,97.28,Cash,normal
2798,3778,1,109,2024-07-06,2024-07-12,6,576.87,Cash,normal
2799,3779,1,110,2024-07-06,2024-07-07,1,104.3,Cash,normal
2800,3780,2,111,2024-07-06,2024-07-07,1,148.36,Credit Card,normal
2801,3782,2,112,2024-07-06,2024-07-10,4,586.38,Cash,normal
2802,3784,2,113,2024-07-06,2024-07-09,3,431.93,Cash,normal
2803,3786,2,114,2024-07-06,2024-07-07,1,150.36,Cash,normal
2804,3788,1,115,2024-07-06,2024-07-13,7,1065.14,Cash,normal
2805,3789,2,116,2024-07-06,2024-07-07,1,148.92,Cash,normal
2806,3791,2,117,2024-07-06,2024-07-15,9,1372.78,Credit Card,normal
2807,3793,2,118,2024-07-06,2024-07-13,7,1405.09,Cash,normal
2808,3795,1,119,2024-07-06,2024-07-14,8,1574.63,Cash,normal
2809,3796,1,120,2024-07-06,2024-07-09,3,769.85,Cash,normal
2810,3797,1,101,2024-07-07,2024-07-13,6,624.8,Credit Card,normal
2811,3798,1,102,2024-07-07,2024-07-09,2,202.73,Credit Card,normal
2812,3799,1,103,2024-07-07,2024-07-08,1,102.25,Credit Card,normal
2813,3800,1,104,2024-07-07,2024-07-08,1,101.57,Cash,normal
2814,3801,1,105,2024-07-07,2024-07-08,1,104.05,Cash,normal
2815,3802,1,106,2024-07-07,2024-07-08,1,100.1,Online Transfer,normal
2816,3803,1,107,2024-07-07,2024-07-08,1,102.21,Credit Card,normal
2817,3804,1,108,2024-07-07,2024-07-08,1,103.77,Online Transfer,normal
2818,3805,1,109,2024-07-07,2024-07-09,2,206.61,Credit Card,normal
2819,3806,1,110,2024-07-07,2024-07-17,10,996.03,Credit Card,normal
2820,3807,1,111,2024-07-07,2024-07-09,2,310.82,Credit Card,normal
2821,3808,1,112,2024-07-07,2024-07-08,1,157.13,Credit Card,normal
2822,3809,2,113,2024-07-07,2024-07-12,5,718.96,Cash,normal
2823,3811,1,114,2024-07-07,2024-07-08,1,154.42,Credit Card,normal
2824,3812,1,115,2024-07-07,2024-07-09,2,292.1,Cash,normal
2825,3813,1,116,2024-07-07,2024-07-08,1,143.23,Credit Card,normal
2826,3814,2,117,2024-07-07,2024-07-08,1,145.41,Credit Card,normal
2827,3816,3,118,2024-07-07,2024-07-10,3,596.45,Credit Card,normal
2828,3819,1,119,2024-07-07,2024-07-12,5,991.87,Online Transfer,normal
2829,3820,3,120,2024-07-07,2024-07-09,2,523.69,Credit Card,normal
2830,3823,1,102,2024-07-08,2024-07-09,1,97.62,Credit Card,normal
2831,3824,1,120,2024-07-08,2024-07-09,1,244.15,Online Transfer,normal
2832,3825,1,110,2024-07-08,2024-07-18,10,955.63,Online Transfer,normal
2833,3826,2,112,2024-07-08,2024-07-18,10,1566.92,Credit Card,normal
2834,3828,1,111,2024-07-08,2024-07-10,2,296.6,Credit Card,normal
2835,3829,1,103,2024-07-08,2024-07-09,1,104.65,Credit Card,normal
2836,3830,2,113,2024-07-09,2024-07-10,1,152.39,Cash,normal
2837,3832,1,103,2024-07-09,2024-07-10,1,97.36,Cash,normal
2838,3833,2,114,2024-07-09,2024-07-11,2,303.26,Credit Card,normal
2839,3835,1,109,2024-07-09,2024-07-11,2,201.42,Cash,normal
2840,3836,2,118,2024-07-09,2024-07-12,3,603.41,Credit Card,normal
2841,3838,1,112,2024-07-09,2024-07-11,2,293.89,Credit Card,normal
2842,3839,1,101,2024-07-09,2024-07-13,4,401.53,Cash,normal
2843,3840,1,104,2024-07-09,2024-07-10,1,98.73,Cash,normal
2844,3841,3,119,2024-07-09,2024-07-12,3,602.46,Online Transfer,normal
2845,3844,2,111,2024-07-09,2024-07-10,1,153.03,Cash,normal
2846,3846,1,108,2024-07-09,2024-07-10,1,99.86,Credit Card,normal
2847,3847,1,117,2024-07-09,2024-07-18,9,1364.68,Cash,normal
2848,3848,1,102,2024-07-09,2024-07-10,1,99.7,Online Transfer,normal
2849,3849,1,101,2024-07-10,2024-07-15,5,521.32,Cash,normal
2850,3850,1,113,2024-07-10,2024-07-11,1,147.67,Credit Card,normal
2851,3851,1,115,2024-07-10,2024-07-16,6,930.09,Cash,normal
2852,3852,1,109,2024-07-10,2024-07-12,2,206.51,Credit Card,normal
2853,3853,1,107,2024-07-10,2024-07-11,1,103.08,Credit Card,normal
2854,3854,3,118,2024-07-10,2024-07-12,2,386.2,Credit Card,normal
2855,3857,1,110,2024-07-10,2024-07-18,8,764.05,Credit Card,normal
2856,3858,1,120,2024-07-10,2024-07-11,1,258.44,Online Transfer,normal
2857,3859,1,102,2024-07-10,2024-07-11,1,95.26,Credit Card,normal
2858,3860,1,108,2024-07-11,2024-07-13,2,203.37,Cash,normal
2859,3861,1,107,2024-07-11,2024-07-13,2,206.51,Cash,normal
2860,3862,1,109,2024-07-11,2024-07-12,1,95.52,Cash,normal
2861,3863,2,117,2024-07-11,2024-07-12,1,146.46,Cash,normal
2862,3865,1,101,2024-07-11,2024-07-14,3,308.64,Online Transfer,normal
2863,3866,2,118,2024-07-11,2024-07-12,1,202.95,Credit Card,normal
2864,3868,2,113,2024-07-11,2024-07-13,2,314.57,Credit Card,normal
2865,3870,2,115,2024-07-11,2024-07-16,5,720.5,Credit Card,normal
2866,3872,1,102,2024-07-11,2024-07-15,4,403.53,Credit Card,normal
2867,3873,1,112,2024-07-11,2024-07-12,1,143.62,Online Transfer,normal
2868,3874,1,105,2024-07-11,2024-07-15,4,395.0,Cash,normal
2869,3875,1,101,2024-07-12,2024-07-14,2,191.26,Credit Card,normal
2870,3876,1,102,2024-07-12,2024-07-14,2,201.35,Credit Card,normal
2871,3877,1,103,2024-07-12,2024-07-19,7,712.88,Online Transfer,normal
2872,3878,1,104,2024-07-12,2024-07-16,4,402.1,Credit Card,normal
2873,3879,1,105,2024-07-12,2024-07-13,1,96.3,Cash,normal
2874,3880,1,106,2024-07-12,2024-07-13,1,98.05,Credit Card,normal
2875,3881,1,107,2024-07-12,2024-07-14,2,199.96,Online Transfer,normal
2876,3882,1,108,2024-07-12,2024-07-14,2,194.18,Credit Card,normal
2877,3883,1,109,2024-07-12,2024-07-14,2,194.21,Online Transfer,normal
2878,3884,1,110,2024-07-12,2024-07-18,6,597.53,Credit Card,normal
2879,3885,1,111,2024-07-12,2024-07-18,6,871.83,Credit Card,normal
2880,3886,2,112,2024-07-12,2024-07-13,1,146.28,Cash,normal
2881,3888,1,113,2024-07-12,2024-07-13,1,156.55,Cash,normal
2882,3889,1,114,2024-07-12,2024-07-14,2,295.99,Credit Card,normal
2883,3890,1,115,2024-07-12,2024-07-14,2,293.4,Cash,normal
2884,3891,2,116,2024-07-12,2024-07-16,4,579.24,Credit Card,normal
2885,3893,1,117,2024-07-12,2024-07-16,4,607.51,Credit Card,normal
2886,3894,1,118,2024-07-12,2024-07-20,8,1546.83,Credit Card,normal
2887,3895,1,119,2024-07-12,2024-07-13,1,193.75,Credit Card,normal
2888,3896,4,120,2024-07-12,2024-07-13,1,252.54,Cash,normal
2889,3900,1,101,2024-07-13,2024-07-14,1,100.55,Credit Card,normal
2890,3901,1,102,2024-07-13,2024-07-14,1,95.6,Cash,normal
2891,3902,1,103,2024-07-13,2024-07-17,4,390.9,Online Transfer,normal
2892,3903,1,104,2024-07-13,2024-07-14,1,104.73,Credit Card,normal
2893,3904,1,105,2024-07-13,2024-07-15,2,207.35,Online Transfer,normal
2894,3905,1,106,2024-07-13,2024-07-16,3,308.4,Cash,normal
2895,3906,1,107,2024-07-13,2024-07-21,8,832.21,Cash,normal
2896,3907,1,108,2024-07-13,2024-07-16,3,292.7,Credit Card,normal
2897,3908,1,109,2024-07-13,2024-07-16,3,305.58,Credit Card,normal
2898,3909,1,110,2024-07-13,2024-07-15,2,206.73,Credit Card,normal
2899,3910,1,111,2024-07-13,2024-07-20,7,1031.44,Credit Card,normal
2900,3911,2,112,2024-07-13,2024-07-22,9,1348.01,Online Transfer,normal
2901,3913,1,113,2024-07-13,2024-07-15,2,303.1,Cash,normal
2902,3914,2,114,2024-07-13,2024-07-19,6,902.78,Cash,normal
2903,3916,1,115,2024-07-13,2024-07-14,1,149.36,Cash,normal
2904,3917,2,116,2024-07-13,2024-07-16,3,463.91,Cash,normal
2905,3919,1,117,2024-07-13,2024-07-14,1,147.14,Credit Card,normal
2906,3920,2,118,2024-07-13,2024-07-15,2,392.46,Credit Card,normal
2907,3922,1,119,2024-07-13,2024-07-22,9,1871.5,Cash,normal
2908,3923,4,120,2024-07-13,2024-07-18,5,1228.15,Cash,normal
2909,3927,1,101,2024-07-14,2024-07-16,2,197.53,Credit Card,normal
2910,3928,1,102,2024-07-14,2024-07-15,1,101.99,Online Transfer,normal
2911,3929,1,103,2024-07-14,2024-07-19,5,502.0,Cash,normal
2912,3930,1,104,2024-07-14,2024-07-16,2,207.12,Credit Card,normal
2913,3931,1,105,2024-07-14,2024-07-16,2,192.26,Online Transfer,normal
2914,3932,1,106,2024-07-14,2024-07-16,2,192.3,Credit Card,normal
2915,3933,1,107,2024-07-14,2024-07-15,1,98.45,Online Transfer,normal
2916,3934,1,108,2024-07-14,2024-07-15,1,101.45,Cash,normal
2917,3935,1,109,2024-07-14,2024-07-15,1,98.55,Credit Card,normal
2918,3936,1,110,2024-07-14,2024-07-15,1,95.04,Credit Card,normal
2919,3937,1,111,2024-07-14,2024-07-21,7,1029.19,Cash,normal
2920,3938,2,112,2024-07-14,2024-07-15,1,154.96,Credit Card,normal
2921,3940,2,113,2024-07-14,2024-07-16,2,304.52,Credit Card,normal
2922,3942,2,114,2024-07-14,2024-07-18,4,609.11,Credit Card,normal
2923,3944,2,115,2024-07-14,2024-07-18,4,593.35,Cash,normal
2924,3946,2,116,2024-07-14,2024-07-19,5,767.12,Credit Card,normal
2925,3948,2,117,2024-07-14,2024-07-24,10,1520.51,Credit Card,normal
2926,3950,3,118,2024-07-14,2024-07-15,1,196.05,Online Transfer,normal
2927,3953,2,119,2024-07-14,2024-07-15,1,203.36,Cash,normal
2928,3955,1,120,2024-07-14,2024-07-15,1,246.45,Credit Card,normal
2929,3956,1,105,2024-07-15,2024-07-16,1,102.91,Online Transfer,normal
2930,3957,1,107,2024-07-15,2024-07-17,2,200.26,Credit Card,normal
2931,3958,1,102,2024-07-15,2024-07-16,1,97.57,Cash,normal
2932,3959,1,116,2024-07-15,2024-07-16,1,155.31,Credit Card,normal
2933,3960,1,108,2024-07-15,2024-07-22,7,730.17,Cash,normal
2934,3961,2,117,2024-07-15,2024-07-19,4,600.54,Cash,normal
2935,3963,1,104,2024-07-15,2024-07-18,3,313.74,Credit Card,normal
2936,3964,2,111,2024-07-16,2024-07-25,9,1362.45,Credit Card,normal
2937,3966,1,106,2024-07-16,2024-07-18,2,200.79,Credit Card,normal
2938,3967,1,109,2024-07-16,2024-07-17,1,95.72,Credit Card,normal
2939,3968,2,113,2024-07-16,2024-07-18,2,310.68,Credit Card,normal
2940,3970,1,107,2024-07-16,2024-07-22,6,579.41,Credit Card,normal
2941,3971,2,112,2024-07-16,2024-07-18,2,296.17,Cash,normal
2942,3973,1,105,2024-07-16,2024-07-17,1,96.73,Credit Card,normal
2943,3974,4,120,2024-07-16,2024-07-18,2,497.09,Cash,normal
2944,3978,1,117,2024-07-16,2024-07-17,1,156.17,Cash,normal
2945,3979,1,108,2024-07-16,2024-07-25,9,927.59,Online Transfer,normal
2946,3980,2,111,2024-07-17,2024-07-23,6,928.8,Cash,normal
2947,3982,1,103,2024-07-17,2024-07-19,2,200.18,Credit Card,normal
2948,3983,1,109,2024-07-17,2024-07-18,1,97.9,Credit Card,normal
2949,3984,1,119,2024-07-17,2024-07-18,1,193.86,Credit Card,normal
2950,3985,1,102,2024-07-17,2024-07-20,3,310.72,Credit Card,normal
2951,3986,1,107,2024-07-17,2024-07-18,1,102.56,Cash,normal
2952,3987,1,110,2024-07-18,2024-07-22,4,418.46,Credit Card,normal
2953,3988,2,116,2024-07-18,2024-07-20,2,295.09,Cash,normal
2954,3990,2,114,2024-07-18,2024-07-19,1,154.1,Online Transfer,normal
2955,3992,2,113,2024-07-18,2024-07-19,1,150.76,Online Transfer,normal
2956,3994,1,106,2024-07-18,2024-07-20,2,198.54,Online Transfer,normal
2957,3995,3,120,2024-07-18,2024-07-24,6,1485.26,Cash,normal
2958,3998,1,101,2024-07-18,2024-07-19,1,103.16,Credit Card,normal
2959,3999,1,109,2024-07-18,2024-07-19,1,97.21,Credit Card,normal
2960,4000,2,111,2024-07-18,2024-07-20,2,306.28,Online Transfer,normal
2961,4002,1,105,2024-07-18,2024-07-21,3,314.69,Credit Card,normal
2962,4003,1,104,2024-07-18,2024-07-25,7,696.86,Cash,normal
2963,4004,1,101,2024-07-19,2024-07-25,6,603.0,Cash,normal
2964,4005,1,102,2024-07-19,2024-07-20,1,97.59,Credit Card,normal
2965,4006,1,103,2024-07-19,2024-07-21,2,191.67,Cash,normal
2966,4007,1,104,2024-07-19,2024-07-21,2,200.51,Credit Card,normal
2967,4008,1,105,2024-07-19,2024-07-20,1,104.52,Credit Card,normal
2968,4009,1,106,2024-07-19,2024-07-21,2,200.6,Credit Card,normal
2969,4010,1,107,2024-07-19,2024-07-20,1,101.12,Credit Card,normal
2970,4011,1,108,2024-07-19,2024-07-20,1,97.92,Cash,normal
2971,4012,1,109,2024-07-19,2024-07-20,1,99.84,Online Transfer,normal
2972,4013,1,110,2024-07-19,2024-07-20,1,96.68,Online Transfer,normal
2973,4014,2,111,2024-07-19,2024-07-20,1,150.48,Cash,normal
2974,4016,1,112,2024-07-19,2024-07-20,1,147.5,Cash,normal
2975,4017,1,113,2024-07-19,2024-07-21,2,308.79,Credit Card,normal
2976,4018,1,114,2024-07-19,2024-07-21,2,303.28,Credit Card,normal
2977,4019,1,115,2024-07-19,2024-07-20,1,156.62,Credit Card,normal
2978,4020,2,116,2024-07-19,2024-07-24,5,736.95,Cash,normal
2979,4022,1,117,2024-07-19,2024-07-23,4,600.16,Credit Card,normal
2980,4023,3,118,2024-07-19,2024-07-20,1,208.25,Credit Card,normal
2981,4026,2,119,2024-07-19,2024-07-21,2,405.4,Credit Card,normal
2982,4028,2,120,2024-07-19,2024-07-27,8,2030.21,Credit Card,normal
2983,4030,1,101,2024-07-20,2024-07-29,9,887.45,Cash,normal
2984,4031,1,102,2024-07-20,2024-07-30,10,960.6,Cash,normal
2985,4032,1,103,2024-07-20,2024-07-21,1,95.85,Credit Card,normal
2986,4033,1,104,2024-07-20,2024-07-21,1,101.33,Credit Card,normal
2987,4034,1,105,2024-07-20,2024-07-21,1,98.63,Credit Card,normal
2988,4035,1,106,2024-07-20,2024-07-25,5,522.28,Cash,normal
2989,4036,1,107,2024-07-20,2024-07-22,2,201.11,Cash,normal
2990,4037,1,108,2024-07-20,2024-07-24,4,395.86,Cash,normal
2991,4038,1,109,2024-07-20,2024-07-21,1,97.92,Credit Card,normal
2992,4039,1,110,2024-07-20,2024-07-22,2,205.8,Credit Card,normal
2993,4040,1,111,2024-07-20,2024-07-26,6,917.75,Online Transfer,normal
2994,4041,2,112,2024-07-20,2024-07-25,5,732.07,Credit Card,normal
2995,4043,2,113,2024-07-20,2024-07-23,3,435.68,Cash,normal
2996,4045,2,114,2024-07-20,2024-07-21,1,149.25,Credit Card,normal
2997,4047,1,115,2024-07-20,2024-07-21,1,144.61,Online Transfer,normal
2998,4048,2,116,2024-07-20,2024-07-23,3,444.75,Credit Card,normal
2999,4050,2,117,2024-07-20,2024-07-25,5,729.56,Cash,normal
3000,4052,3,118,2024-07-20,2024-07-21,1,198.69,Online Transfer,normal
3001,4055,3,119,2024-07-20,2024-07-21,1,206.92,Credit Card,normal
3002,4058,1,120,2024-07-20,2024-07-21,1,259.31,Credit Card,normal
3003,4059,1,101,2024-07-21,2024-07-22,1,104.46,Credit Card,normal
3004,4060,1,102,2024-07-21,2024-07-23,2,195.96,Credit Card,normal
3005,4061,1,103,2024-07-21,2024-07-23,2,202.04,Credit Card,normal
3006,4062,1,104,2024-07-21,2024-07-22,1,99.42,Online Transfer,normal
3007,4063,1,105,2024-07-21,2024-07-22,1,101.49,Credit Card,normal
3008,4064,1,106,2024-07-21,2024-07-23,2,190.47,Credit Card,normal
3009,4065,1,107,2024-07-21,2024-07-23,2,202.03,Cash,normal
3010,4066,1,108,2024-07-21,2024-07-27,6,629.85,Credit Card,normal
3011,4067,1,109,2024-07-21,2024-07-23,2,190.17,Credit Card,normal
3012,4068,1,110,2024-07-21,2024-07-22,1,101.4,Online Transfer,normal
3013,4069,1,111,2024-07-21,2024-07-22,1,156.79,Cash,normal
3014,4070,2,112,2024-07-21,2024-07-25,4,624.23,Credit Card,normal
3015,4072,1,113,2024-07-21,2024-07-22,1,155.43,Credit Card,normal
3016,4073,1,114,2024-07-21,2024-07-23,2,286.91,Cash,normal
3017,4074,1,115,2024-07-21,2024-07-23,2,286.66,Credit Card,normal
3018,4075,2,116,2024-07-21,2024-07-28,7,1075.93,Credit Card,normal
3019,4077,1,117,2024-07-21,2024-07-22,1,150.5,Cash,normal
3020,4078,2,118,2024-07-21,2024-07-22,1,192.01,Credit Card,normal
3021,4080,2,119,2024-07-21,2024-07-22,1,201.06,Credit Card,normal
3022,4082,3,120,2024-07-21,2024-07-23,2,486.84,Credit Card,normal
3023,4085,1,106,2024-07-22,2024-07-23,1,101.67,Online Transfer,normal
3024,4086,2,119,2024-07-22,2024-07-26,4,820.46,Credit Card,normal
3025,4088,2,118,2024-07-22,2024-07-24,2,404.08,Credit Card,normal
3026,4090,1,113,2024-07-22,2024-07-23,1,153.76,Cash,normal
3027,4091,1,102,2024-07-22,2024-07-24,2,205.62,Cash,normal
3028,4092,2,112,2024-07-22,2024-07-31,9,1325.24,Online Transfer,normal
3029,4094,1,103,2024-07-22,2024-07-23,1,97.77,Credit Card,normal
3030,4095,4,120,2024-07-23,2024-07-27,4,1015.78,Cash,normal
3031,4099,1,107,2024-07-23,2024-07-25,2,207.93,Credit Card,normal
3032,4100,1,114,2024-07-23,2024-07-25,2,289.83,Credit Card,normal
3033,4101,1,108,2024-07-23,2024-08-02,10,986.09,Online Transfer,normal
3034,4102,1,109,2024-07-23,2024-07-24,1,101.96,Credit Card,normal
3035,4103,1,115,2024-07-23,2024-07-24,1,145.24,Cash,normal
3036,4104,2,117,2024-07-23,2024-07-24,1,143.48,Online Transfer,normal
3037,4106,1,111,2024-07-23,2024-07-26,3,449.45,Credit Card,normal
3038,4107,1,116,2024-07-23,2024-07-30,7,1051.17,Credit Card,normal
3039,4108,1,119,2024-07-23,2024-07-25,2,409.09,Credit Card,normal
3040,4109,1,105,2024-07-23,2024-07-24,1,99.77,Online Transfer,normal
3041,4110,1,101,2024-07-23,2024-07-30,7,731.89,Credit Card,normal
3042,4111,1,104,2024-07-23,2024-07-24,1,103.11,Credit Card,normal
3043,4112,1,110,2024-07-23,2024-07-25,2,198.31,Credit Card,normal
3044,4113,1,101,2024-07-24,2024-07-26,2,203.68,Credit Card,normal
3045,4114,1,106,2024-07-24,2024-07-25,1,98.95,Cash,normal
3046,4115,2,115,2024-07-24,2024-07-26,2,290.96,Credit Card,normal
3047,4117,1,104,2024-07-24,2024-07-25,1,99.68,Credit Card,normal
3048,4118,2,119,2024-07-24,2024-07-26,2,395.66,Credit Card,normal
3049,4120,2,113,2024-07-24,2024-07-26,2,292.27,Credit Card,normal
3050,4122,1,118,2024-07-24,2024-07-25,1,192.44,Credit Card,normal
3051,4123,1,102,2024-07-24,2024-07-31,7,684.82,Cash,normal
3052,4124,3,120,2024-07-24,2024-07-25,1,260.64,Online Transfer,normal
3053,4127,1,112,2024-07-24,2024-07-25,1,146.09,Cash,normal
3054,4128,1,107,2024-07-24,2024-07-29,5,520.52,Credit Card,normal
3055,4129,1,103,2024-07-24,2024-08-03,10,974.8,Credit Card,normal
3056,4130,1,107,2024-07-25,2024-08-01,7,681.12,Credit Card,normal
3057,4131,2,113,2024-07-25,2024-07-26,1,157.46,Cash,normal
3058,4133,1,110,2024-07-25,2024-07-30,5,483.41,Credit Card,normal
3059,4134,4,120,2024-07-25,2024-07-26,1,248.23,Online Transfer,normal
3060,4138,2,111,2024-07-25,2024-07-27,2,296.06,Cash,normal
3061,4140,1,105,2024-07-25,2024-07-26,1,97.87,Credit Card,normal
3062,4141,1,101,2024-07-26,2024-08-01,6,590.91,Credit Card,normal
3063,4142,1,102,2024-07-26,2024-07-27,1,103.07,Cash,normal
3064,4143,1,103,2024-07-26,2024-07-27,1,95.2,Credit Card,normal
3065,4144,1,104,2024-07-26,2024-07-27,1,95.71,Credit Card,normal
3066,4145,1,105,2024-07-26,2024-07-27,1,100.42,Credit Card,normal
3067,4146,1,106,2024-07-26,2024-07-29,3,310.65,Cash,normal
3068,4147,1,107,2024-07-26,2024-07-27,1,101.46,Cash,normal
3069,4148,1,108,2024-07-26,2024-07-27,1,98.09,Online Transfer,normal
3070,4149,1,109,2024-07-26,2024-07-29,3,294.67,Online Transfer,normal
3071,4150,1,110,2024-07-26,2024-07-30,4,417.12,Online Transfer,normal
3072,4151,2,111,2024-07-26,2024-07-30,4,600.86,Cash,normal
3073,4153,2,112,2024-07-26,2024-07-29,3,468.12,Credit Card,normal
3074,4155,1,113,2024-07-26,2024-07-27,1,143.46,Credit Card,normal
3075,4156,1,114,2024-07-26,2024-07-28,2,306.65,Cash,normal
3076,4157,2,115,2024-07-26,2024-07-27,1,157.07,Credit Card,normal
3077,4159,2,116,2024-07-26,2024-07-28,2,289.26,Credit Card,normal
3078,4161,2,117,2024-07-26,2024-07-27,1,144.18,Online Transfer,normal
3079,4163,1,118,2024-07-26,2024-07-27,1,206.91,Online Transfer,normal
3080,4164,1,119,2024-07-26,2024-07-29,3,591.34,Cash,normal
3081,4165,2,120,2024-07-26,2024-07-27,1,242.5,Cash,normal
3082,4167,1,101,2024-07-27,2024-08-01,5,512.99,Online Transfer,normal
3083,4168,1,102,2024-07-27,2024-07-29,2,207.65,Online Transfer,normal
3084,4169,1,103,2024-07-27,2024-07-30,3,305.0,Credit Card,normal
3085,4170,1,104,2024-07-27,2024-07-28,1,103.7,Credit Card,normal
3086,4171,1,105,2024-07-27,2024-07-29,2,194.02,Credit Card,normal
3087,4172,1,106,2024-07-27,2024-07-29,2,209.09,Credit Card,normal
3088,4173,1,107,2024-07-27,2024-07-28,1,100.77,Cash,normal
3089,4174,1,108,2024-07-27,2024-07-28,1,102.65,Credit Card,normal
3090,4175,1,109,2024-07-27,2024-07-31,4,409.0,Credit Card,normal
3091,4176,1,110,2024-07-27,2024-07-28,1,96.11,Cash,normal
3092,4177,1,111,2024-07-27,2024-07-28,1,152.48,Credit Card,normal
3093,4178,2,112,2024-07-27,2024-07-28,1,152.93,Cash,normal
3094,4180,1,113,2024-07-27,2024-07-28,1,143.05,Cash,normal
3095,4181,2,114,2024-07-27,2024-08-01,5,761.74,Online Transfer,normal
3096,4183,1,115,2024-07-27,2024-07-29,2,298.26,Cash,normal
3097,4184,1,116,2024-07-27,2024-08-01,5,773.63,Cash,normal
3098,4185,1,117,2024-07-27,2024-07-28,1,142.7,Credit Card,normal
3099,4186,1,118,2024-07-27,2024-07-28,1,195.32,Cash,normal
3100,4187,3,119,2024-07-27,2024-08-02,6,1141.45,Credit Card,normal
3101,4190,3,120,2024-07-27,2024-07-30,3,732.31,Credit Card,normal
3102,4193,1,101,2024-07-28,2024-07-29,1,100.4,Cash,normal
